family	genus	species	merged_genus_species	number_chromosomes	min_k	reference	ncbi_taxon_code	name	preferred_name_at_ncbi	taxid
Nymphalidae	Antirrhea	phasiana	Antirrhea phasiana	25	25	Brown, K., Freitas, A., Von Schuoltz, B., Saura, A., Saura, A. (2007) Chromosomal evolution of south american frugivorous butterflies in the satyroid clade (Nymphalidae : Charaxinae, morphinae and satyrinae). Biological Journal of the Linnean Society, 92: 467–481.	3	Antirrhea phasiana	NA	NA
Nymphalidae	Apatura	ilia substituta	Apatura ilia substituta	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Apatura ilia substituta	NA	NA
Nymphalidae	Araschnia	burejana strigosa	Araschnia burejana strigosa	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Araschnia burejana strigosa	NA	NA
Nymphalidae	Archaeoprepona	antimache	Archaeoprepona antimache	15	15	Brown, K., Freitas, A., Von Schuoltz, B., Saura, A., Saura, A. (2007) Chromosomal evolution of south american frugivorous butterflies in the satyroid clade (Nymphalidae : Charaxinae, morphinae and satyrinae). Biological Journal of the Linnean Society, 92: 467–481.	3	Archaeoprepona antimache	NA	NA
Nymphalidae	Archaeoprepona	thalpius	Archaeoprepona thalpius	16	16	Brown, K., Freitas, A., Von Schuoltz, B., Saura, A., Saura, A. (2007) Chromosomal evolution of south american frugivorous butterflies in the satyroid clade (Nymphalidae : Charaxinae, morphinae and satyrinae). Biological Journal of the Linnean Society, 92: 467–481.	3	Archaeoprepona thalpius	NA	NA
Nymphalidae	Argynnis	anadyomene midas	Argynnis anadyomene midas	37	37	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Argynnis anadyomene midas	NA	NA
Nymphalidae	Argynnis	aphirape ossianus	Argynnis aphirape ossianus	28	28	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Argynnis aphirape ossianus	NA	NA
Nymphalidae	Argynnis	euphrosyne	Argynnis euphrosyne	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Argynnis euphrosyne	NA	NA
Nymphalidae	Argynnis	freija	Argynnis freija	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Argynnis freija	NA	NA
Nymphalidae	Argynnis	frigga	Argynnis frigga	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Argynnis frigga	NA	NA
Nymphalidae	Argynnis	ino	Argynnis ino	13	13	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Argynnis ino	NA	NA
Nymphalidae	Argynnis	pales arsilache	Argynnis pales arsilache	30	30	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Argynnis pales arsilache	NA	NA
Nymphalidae	Argynnis	selene	Argynnis selene	30	30	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Argynnis selene	NA	NA
Nymphalidae	Argynnis	thore scandinavica	Argynnis thore scandinavica	30	30	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Argynnis thore scandinavica	NA	NA
Nymphalidae	Argyronome	loadice japonica	Argyronome loadice japonica	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Argyronome loadice japonica	NA	NA
Nymphalidae	Argyronome	ruslana lysippe	Argyronome ruslana lysippe	26	26	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Argyronome ruslana lysippe	NA	NA
Nymphalidae	Athesis	clearista colombiensis	Athesis clearista colombiensis	24	24	Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236.	3	Athesis clearista colombiensis	NA	NA
Nymphalidae	Auca	nycteropus	Auca nycteropus	7	7	Brown, K., Freitas, A., Von Schuoltz, B., Saura, A., Saura, A. (2007) Chromosomal evolution of south american frugivorous butterflies in the satyroid clade (Nymphalidae : Charaxinae, morphinae and satyrinae). Biological Journal of the Linnean Society, 92: 467–481.	3	Auca nycteropus	NA	NA
Nymphalidae	Boloria	eunomia caelestis	Boloria eunomia caelestis	28	28	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Boloria eunomia caelestis	NA	NA
Nymphalidae	Boloria	selene tollandensis	Boloria selene tollandensis	30	30	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Boloria selene tollandensis	NA	NA
Nymphalidae	Boloria	titania helena	Boloria titania helena	30	30	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Boloria titania helena	NA	NA
Nymphalidae	Brassolis	astyra	Brassolis astyra	28	28	Brown, K., Freitas, A., Von Schuoltz, B., Saura, A., Saura, A. (2007) Chromosomal evolution of south american frugivorous butterflies in the satyroid clade (Nymphalidae : Charaxinae, morphinae and satyrinae). Biological Journal of the Linnean Society, 92: 467–481.	3	Brassolis astyra	NA	NA
Nymphalidae	Brenthis	daphne rabdia	Brenthis daphne rabdia	14	14	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Brenthis daphne rabdia	NA	NA
Nymphalidae	Brenthis	heate	Brenthis heate	34	34	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Brenthis heate	NA	NA
Nymphalidae	Brenthis	ino mashurnsis	Brenthis ino mashurnsis	14	14	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Brenthis ino mashurnsis	NA	NA
Nymphalidae	Brenthis	ino tigroides	Brenthis ino tigroides	14	14	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Brenthis ino tigroides	NA	NA
Nymphalidae	Caduga	sita	Caduga sita	47	47	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Caduga sita	NA	NA
Nymphalidae	Caerois	taygetina	Caerois taygetina	29	29	Brown, K., Freitas, A., Von Schuoltz, B., Saura, A., Saura, A. (2007) Chromosomal evolution of south american frugivorous butterflies in the satyroid clade (Nymphalidae : Charaxinae, morphinae and satyrinae). Biological Journal of the Linnean Society, 92: 467–481.	3	Caerois taygetina	NA	NA
Nymphalidae	Caligo	beltrao	Caligo beltrao	29	29	Brown, K., Freitas, A., Von Schuoltz, B., Saura, A., Saura, A. (2007) Chromosomal evolution of south american frugivorous butterflies in the satyroid clade (Nymphalidae : Charaxinae, morphinae and satyrinae). Biological Journal of the Linnean Society, 92: 467–481.	3	Caligo beltrao	NA	NA
Nymphalidae	Caligo	teucer japetus	Caligo teucer japetus	30	30	Brown, K., Freitas, A., Von Schuoltz, B., Saura, A., Saura, A. (2007) Chromosomal evolution of south american frugivorous butterflies in the satyroid clade (Nymphalidae : Charaxinae, morphinae and satyrinae). Biological Journal of the Linnean Society, 92: 467–481.	3	Caligo teucer japetus	NA	NA
Nymphalidae	Castilia	eranites	Castilia eranites	31	31	Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., et al. (2014). The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nat Comms 5: 4737.	3	Castilia eranites	NA	NA
Nymphalidae	Catonephele	chromis	Catonephele chromis	15	15	Brown, K.S., Freitas, A.V.L., Wahlberg, N., Schoultz, Von, B., Saura, A.O. & Saura, A. (2007). Chromosomal evolution in the South American Nymphalidae. Hereditas 144: 137–148.	3	Catonephele chromis	NA	NA
Nymphalidae	Catonephele	salambria	Catonephele salambria	15	15	Brown, K.S., Freitas, A.V.L., Wahlberg, N., Schoultz, Von, B., Saura, A.O. & Saura, A. (2007). Chromosomal evolution in the South American Nymphalidae. Hereditas 144: 137–148.	3	Catonephele salambria	NA	NA
Nymphalidae	Ceratiscada	canaria	Ceratiscada canaria	24-27	24	Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236.	3	Ceratiscada canaria	NA	NA
Nymphalidae	Ceratiscada	doto	Ceratiscada doto	12	12	Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236.	3	Ceratiscada doto	NA	NA
Nymphalidae	Cethosa	chrysippe	Cethosa chrysippe	31	31	Maeki, K. & Ogata, M. (1971). A chromosomal study of eighteen species of butterflies from Australia (Lepidoptera, Rhopalocera). Kontyu 39: 7–14.	3	Cethosa chrysippe	NA	NA
Nymphalidae	Char	axes fulvescens	Char axes fulvescens	57	57	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Char axes fulvescens	NA	NA
Nymphalidae	Charaxes	polyxena polyxena	Charaxes polyxena polyxena	25	25	Maeki, K. & Ae, S.A. (1968). A chromosomal study of seventeen species of butterflies from Hong Kong (Lepidopetera, Rhopalocera). Kontyu 36: 65–74.	3	Charaxes polyxena polyxena	NA	NA
Nymphalidae	Chlosyne	harrish	Chlosyne harrish	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Chlosyne harrish	NA	NA
Nymphalidae	Chlosyne	lacinia adjutrix	Chlosyne lacinia adjutrix	31	31	Brown, K.S., Freitas, A.V.L., Wahlberg, N., Schoultz, Von, B., Saura, A.O. & Saura, A. (2007). Chromosomal evolution in the South American Nymphalidae. Hereditas 144: 137–148.	3	Chlosyne lacinia adjutrix	NA	NA
Nymphalidae	Chlosyne	lacinia lacinia	Chlosyne lacinia lacinia	31	31	Brown, K.S., Freitas, A.V.L., Wahlberg, N., Schoultz, Von, B., Saura, A.O. & Saura, A. (2007). Chromosomal evolution in the South American Nymphalidae. Hereditas 144: 137–148.	3	Chlosyne lacinia lacinia	NA	NA
Nymphalidae	Cissia	occypede	Cissia occypede	9	9	Brown, K., Freitas, A., Von Schuoltz, B., Saura, A., Saura, A. (2007) Chromosomal evolution of south american frugivorous butterflies in the satyroid clade (Nymphalidae : Charaxinae, morphinae and satyrinae). Biological Journal of the Linnean Society, 92: 467–481.	3	Cissia occypede	NA	NA
Nymphalidae	Corades	iduna	Corades iduna	29	29	Brown, K., Freitas, A., Von Schuoltz, B., Saura, A., Saura, A. (2007) Chromosomal evolution of south american frugivorous butterflies in the satyroid clade (Nymphalidae : Charaxinae, morphinae and satyrinae). Biological Journal of the Linnean Society, 92: 467–481.	3	Corades iduna	NA	NA
Nymphalidae	Corades	iduna procellaria	Corades iduna procellaria	29	29	Brown, K., Freitas, A., Von Schuoltz, B., Saura, A., Saura, A. (2007) Chromosomal evolution of south american frugivorous butterflies in the satyroid clade (Nymphalidae : Charaxinae, morphinae and satyrinae). Biological Journal of the Linnean Society, 92: 467–481.	3	Corades iduna procellaria	NA	NA
Nymphalidae	Danaus	limniace petiverana	Danaus limniace petiverana	41-46	41	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Danaus limniace petiverana	NA	NA
Nymphalidae	Diaethria	anna	Diaethria anna	31	31	Brown, K.S., Freitas, A.V.L., Wahlberg, N., Schoultz, Von, B., Saura, A.O. & Saura, A. (2007). Chromosomal evolution in the South American Nymphalidae. Hereditas 144: 137–148.	3	Diaethria anna	NA	NA
Nymphalidae	Dircenna	dero celtina	Dircenna dero celtina	23	23	Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236.	3	Dircenna dero celtina	NA	NA
Nymphalidae	Doxocopa	cyane	Doxocopa cyane	32-33	32	Brown, K.S., Freitas, A.V.L., Wahlberg, N., Schoultz, Von, B., Saura, A.O. & Saura, A. (2007). Chromosomal evolution in the South American Nymphalidae. Hereditas 144: 137–148.	3	Doxocopa cyane	NA	NA
Nymphalidae	Doxocopa	elis	Doxocopa elis	31	31	Brown, K.S., Freitas, A.V.L., Wahlberg, N., Schoultz, Von, B., Saura, A.O. & Saura, A. (2007). Chromosomal evolution in the South American Nymphalidae. Hereditas 144: 137–148.	3	Doxocopa elis	NA	NA
Nymphalidae	Dygoris	dircenna	Dygoris dircenna	36	36	Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236.	3	Dygoris dircenna	NA	NA
Nymphalidae	Ectima	lirides	Ectima lirides	16	16	Brown, K.S., Freitas, A.V.L., Wahlberg, N., Schoultz, Von, B., Saura, A.O. & Saura, A. (2007). Chromosomal evolution in the South American Nymphalidae. Hereditas 144: 137–148.	3	Ectima lirides	NA	NA
Nymphalidae	Ectima	liriope	Ectima liriope	16	16	Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., et al. (2014). The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nat Comms 5: 4737.	3	Ectima liriope	NA	NA
Nymphalidae	Episcada	sylpha	Episcada sylpha	31	31	Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236.	3	Episcada sylpha	NA	NA
Nymphalidae	Eresia	datis moesta	Eresia datis moesta	32	32	Brown, K.S., Freitas, A.V.L., Wahlberg, N., Schoultz, Von, B., Saura, A.O. & Saura, A. (2007). Chromosomal evolution in the South American Nymphalidae. Hereditas 144: 137–148.	3	Eresia datis moesta	NA	NA
Nymphalidae	Eresia	emerantia	Eresia emerantia	31	31	Ahola, V., Lehtonen, R., Somervuo, P., Salmela, L., Koskinen, P., Rastas, P., et al. (2014). The Glanville fritillary genome retains an ancient karyotype and reveals selective chromosomal fusions in Lepidoptera. Nat Comms 5: 4737.	3	Eresia emerantia	NA	NA
Nymphalidae	Eresia (Phyciodes)	emerantia	Eresia (Phyciodes) emerantia	31	31	Brown, K.S., Freitas, A.V.L., Wahlberg, N., Schoultz, Von, B., Saura, A.O. & Saura, A. (2007). Chromosomal evolution in the South American Nymphalidae. Hereditas 144: 137–148.	3	Eresia (Phyciodes) emerantia	NA	NA
Nymphalidae	Eresia (Phyciodes)	lansdorfi	Eresia (Phyciodes) lansdorfi	31	31	Brown, K.S., Freitas, A.V.L., Wahlberg, N., Schoultz, Von, B., Saura, A.O. & Saura, A. (2007). Chromosomal evolution in the South American Nymphalidae. Hereditas 144: 137–148.	3	Eresia (Phyciodes) lansdorfi	NA	NA
Nymphalidae	Erichthodes	arius	Erichthodes arius	38	38	Brown, K., Freitas, A., Von Schuoltz, B., Saura, A., Saura, A. (2007) Chromosomal evolution of south american frugivorous butterflies in the satyroid clade (Nymphalidae : Charaxinae, morphinae and satyrinae). Biological Journal of the Linnean Society, 92: 467–481.	3	Erichthodes arius	NA	NA
Nymphalidae	Eryphanis	automedon amphimedon	Eryphanis automedon amphimedon	29	29	Brown, K., Freitas, A., Von Schuoltz, B., Saura, A., Saura, A. (2007) Chromosomal evolution of south american frugivorous butterflies in the satyroid clade (Nymphalidae : Charaxinae, morphinae and satyrinae). Biological Journal of the Linnean Society, 92: 467–481.	3	Eryphanis automedon amphimedon	NA	NA
Nymphalidae	Eueides	eanes	Eueides eanes	31	31	Brown, K.S., Emmel, T.C., Eliazar, P.J. & Suomalainen, E. (1992). Evolutionary patterns in chromosome numbers in neotropical Lepidoptera. I. Chromosomes of the Heliconiini (family Nymphalidae: subfamily Nymphalinae). Hereditas 117: 109–125.	3	Eueides eanes	NA	NA
Nymphalidae	Eueides	parana	Eueides parana	31	31	Brown, K.S., Emmel, T.C., Eliazar, P.J. & Suomalainen, E. (1992). Evolutionary patterns in chromosome numbers in neotropical Lepidoptera. I. Chromosomes of the Heliconiini (family Nymphalidae: subfamily Nymphalinae). Hereditas 117: 109–125.	3	Eueides parana	NA	NA
Nymphalidae	Eunica	alcmena flora	Eunica alcmena flora	30	30	Brown, K.S., Freitas, A.V.L., Wahlberg, N., Schoultz, Von, B., Saura, A.O. & Saura, A. (2007). Chromosomal evolution in the South American Nymphalidae. Hereditas 144: 137–148.	3	Eunica alcmena flora	NA	NA
Nymphalidae	Eunica	ingens	Eunica ingens	30	30	Brown, K.S., Freitas, A.V.L., Wahlberg, N., Schoultz, Von, B., Saura, A.O. & Saura, A. (2007). Chromosomal evolution in the South American Nymphalidae. Hereditas 144: 137–148.	3	Eunica ingens	NA	NA
Nymphalidae	Eunica	mygdonia	Eunica mygdonia	31	31	Brown, K.S., Freitas, A.V.L., Wahlberg, N., Schoultz, Von, B., Saura, A.O. & Saura, A. (2007). Chromosomal evolution in the South American Nymphalidae. Hereditas 144: 137–148.	3	Eunica mygdonia	NA	NA
Nymphalidae	Eunica	nr eurota	Eunica nr eurota	30	30	Brown, K.S., Freitas, A.V.L., Wahlberg, N., Schoultz, Von, B., Saura, A.O. & Saura, A. (2007). Chromosomal evolution in the South American Nymphalidae. Hereditas 144: 137–148.	3	Eunica nr eurota	NA	NA
Nymphalidae	Euphydryas	anicia eurytion	Euphydryas anicia eurytion	31	31	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Euphydryas anicia eurytion	NA	NA
Nymphalidae	Euptychia	jesia	Euptychia jesia	25	25	Brown, K., Freitas, A., Von Schuoltz, B., Saura, A., Saura, A. (2007) Chromosomal evolution of south american frugivorous butterflies in the satyroid clade (Nymphalidae : Charaxinae, morphinae and satyrinae). Biological Journal of the Linnean Society, 92: 467–481.	3	Euptychia jesia	NA	NA
Nymphalidae	Euryphene	mardania senegalensis	Euryphene mardania senegalensis	33	33	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Euryphene mardania senegalensis	NA	NA
Nymphalidae	Euryphura	plautilla	Euryphura plautilla	30	30	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Euryphura plautilla	NA	NA
Nymphalidae	Euthalia	julii	Euthalia julii	30	30	Saitoh, K. & Abe, A. (1970). Chromosome studies in sixteen species of Himalayan butterflies (Nymphalidae and Lycaenidae). Special Bulletin of the Lepidopteran Society of Japan 4: 141–152.	3	Euthalia julii	NA	NA
Nymphalidae	Euthalia	thibetana insulae	Euthalia thibetana insulae	14	14	Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.	3	Euthalia thibetana insulae	NA	NA
Nymphalidae	Garsauritis	xanthostola	Garsauritis xanthostola	18-20	18	Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236.	3	Garsauritis xanthostola	NA	NA
Nymphalidae	Godyris	crinippa	Godyris crinippa	24	24	Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236.	3	Godyris crinippa	NA	NA
Nymphalidae	Godyris	zygia	Godyris zygia	75	75	Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236.	3	Godyris zygia	NA	NA
Nymphalidae	Greta	morgane oto	Greta morgane oto	47	47	Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236.	3	Greta morgane oto	NA	NA
Nymphalidae	Greta	quisqueya	Greta quisqueya	70	70	Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236.	3	Greta quisqueya	NA	NA
Nymphalidae	Heliconius	eleusinus	Heliconius eleusinus	59-60	59	Brown, K.S., Emmel, T.C., Eliazar, P.J. & Suomalainen, E. (1992). Evolutionary patterns in chromosome numbers in neotropical Lepidoptera. I. Chromosomes of the Heliconiini (family Nymphalidae: subfamily Nymphalinae). Hereditas 117: 109–125.	3	Heliconius eleusinus	NA	NA
Nymphalidae	Heliconius	hurneyi	Heliconius hurneyi	21	21	Brown, K.S., Emmel, T.C., Eliazar, P.J. & Suomalainen, E. (1992). Evolutionary patterns in chromosome numbers in neotropical Lepidoptera. I. Chromosomes of the Heliconiini (family Nymphalidae: subfamily Nymphalinae). Hereditas 117: 109–125.	3	Heliconius hurneyi	NA	NA
Nymphalidae	Homoeonympha	schajovskoii	Homoeonympha schajovskoii	27	27	Brown, K., Freitas, A., Von Schuoltz, B., Saura, A., Saura, A. (2007) Chromosomal evolution of south american frugivorous butterflies in the satyroid clade (Nymphalidae : Charaxinae, morphinae and satyrinae). Biological Journal of the Linnean Society, 92: 467–481.	3	Homoeonympha schajovskoii	NA	NA
Nymphalidae	Hyalenna	minna	Hyalenna minna	22	22	Brown, K.S., Schoultz, Von, B. & Suomalainen, E. (2004). Chromosome evolution in Neotropical Danainae and Ithomiinae (Lepidoptera). Hereditas 141: 216–236.	3	Hyalenna minna	NA	NA
