	gen	sp	fam	family_representative	long_list	other_priority
6749	Rhizophlyctis	rosea	Rhizophlyctidaceae	DTOL	DTOL	
6753	Rhizophydium	elyense	Rhizophydiaceae	DTOL	DTOL	
6755	Rhizopus	stolonifer	Rhizopodaceae		DTOL	
6756	Rhizopus	arrhizus	Rhizopodaceae	DTOL	DTOL	
6757	Rhizopus	sexualis	Rhizopodaceae	DTOL	DTOL	
6758	Rhizopogon	defectus	Rhizopogonaceae		DTOL	
6759	Rhizopogon	ochraceorubens	Rhizopogonaceae		DTOL	
6760	Rhizopogon	roseolus	Rhizopogonaceae		DTOL	
6761	Rhizopogon	villosulus	Rhizopogonaceae		DTOL	
6762	Rhizopogon	luteolus	Rhizopogonaceae	DTOL	DTOL	
6765	Rhodella	violacea	Rhodellaceae	DTOL	DTOL	
6767	Polysiphonia	stricta	Rhodomelaceae	DTOL	DTOL	
6768	Vertebrata	lanosa	Rhodomelaceae	DTOL	DTOL	
6769	Rhodophysema	elegans	Rhodophysemataceae	DTOL	DTOL	
6770	Rhodophysema	georgei	Rhodophysemataceae	DTOL	DTOL	
6771	Rhodothamniella	floridula	Rhodothamniellaceae	DTOL	DTOL	
6772	Cordylecladia	erecta	Rhodymeniaceae	DTOL	DTOL	
6773	Rhodymenia	pseudopalmata	Rhodymeniaceae	DTOL	DTOL	
6776	Corizus	hyoscyami	Rhopalidae	DTOL	DTOL	
6777	Rhyacophila	dorsalis	Rhyacophilidae	DTOL	DTOL	
6778	Byctiscus	populi	Rhynchitidae	DTOL	DTOL	
6780	Rhytidium	rugosum	Rhytidiaceae	DTOL	DTOL	
6781	Colpoma	quercinum	Rhytismataceae		DTOL	
6782	Hypoderma	rubi	Rhytismataceae		DTOL	
6783	Lophodermium	pinastri	Rhytismataceae		DTOL	
6784	Rhytisma	acerinum	Rhytismataceae	DTOL	DTOL	
6785	Riccia	beyrichiana	Ricciaceae		DTOL	
6786	Riccia	bifurca	Ricciaceae		DTOL	
6787	Riccia	canaliculata	Ricciaceae		DTOL	
6788	Riccia	cavernosa	Ricciaceae		DTOL	
6789	Riccia	crozalsii	Ricciaceae		DTOL	
6790	Riccia	crystallina	Ricciaceae		DTOL	
6791	Riccia	glauca	Ricciaceae		DTOL	
6792	Riccia	huebeneriana	Ricciaceae		DTOL	
6793	Riccia	nigrella	Ricciaceae		DTOL	
6794	Riccia	rhenana	Ricciaceae		DTOL	
6795	Riccia	subbifurca	Ricciaceae		DTOL	
6796	Ricciocarpos	natans	Ricciaceae		DTOL	
6797	Riccia	fluitans	Ricciaceae	DTOL	DTOL	
6798	Riccia	sorocarpa	Ricciaceae	DTOL	DTOL	
6799	Cotylidia	pannosa	Rickenellaceae		DTOL	
6800	Contumyces	rosellus	Rickenellaceae		DTOL	
6803	Cotylidia	undulata	Rickenellaceae		DTOL	
6804	Resinicium	furfuraceum	Rickenellaceae		DTOL	
6807	Resinicium	bicolor	Rickenellaceae		DTOL	
6808	Rickenella	fibula	Rickenellaceae	DTOL	DTOL	
6809	Hamearis	lucina	Riodinidae	DTOL	DTOL	
6810	Metoecus	paradoxus	Ripiphoridae	DTOL	DTOL	
6811	Rissoella	diaphana	Rissoellidae	DTOL	DTOL	
6813	Onoba	semicostata	Rissoidae	DTOL	DTOL	
6814	Rissoa	parva	Rissoidae	DTOL	DTOL	
6815	Lecanactis	abietina	Roccellaceae		DTOL	
6816	Pseudoschismatomma	rufescens	Roccellaceae		DTOL	
6817	Roccella	phycopsis	Roccellaceae		DTOL	
6818	Dendrographa	decolorans	Roccellaceae	DTOL	DTOL	
6819	Enterographa	crassa	Roccellaceae	DTOL	DTOL	
6820	Roccellographa	circumscripta	Roccellographaceae	DTOL	DTOL	
6821	Roeslerstammia	erxlebella	Roeslerstammiidae	DTOL	DTOL	
6822	Escharella	immersa	Romancheinidae	DTOL	DTOL	
6823	Escharella	ventricosa	Romancheinidae	DTOL	DTOL	
6825	Acaena	novae-zelandiae	Rosaceae		DTOL	
6826	Agrimonia	eupatoria	Rosaceae		DTOL	
6827	Agrimonia	procera	Rosaceae		DTOL	
6828	Alchemilla	acutiloba	Rosaceae		DTOL	
6829	Alchemilla	alpina	Rosaceae		DTOL	
6830	Alchemilla	glabra	Rosaceae		DTOL	
6831	Alchemilla	glaucescens	Rosaceae		DTOL	
6832	Alchemilla	glomerulans	Rosaceae		DTOL	
6833	Alchemilla	micans	Rosaceae		DTOL	
6835	Alchemilla	monticola	Rosaceae		DTOL	
6836	Alchemilla	subcrenata	Rosaceae		DTOL	
6837	Alchemilla	wichurae	Rosaceae		DTOL	
6838	Alchemilla	xanthochlora	Rosaceae		DTOL	
6839	Amelanchier	lamarckii	Rosaceae		DTOL	
6841	Aphanes	australis	Rosaceae		DTOL	
6842	Cotoneaster	horizontalis	Rosaceae		DTOL	
6844	Cotoneaster	simonsii	Rosaceae		DTOL	
6845	Crataegus	monogyna	Rosaceae		DTOL	
6846	Dasiphora	fruticosa	Rosaceae		DTOL	
6847	Dryas	octopetala	Rosaceae		DTOL	
6848	Filipendula	vulgaris	Rosaceae		DTOL	
6849	Fragaria	vesca	Rosaceae		DTOL	
6850	Mespilus	germanica	Rosaceae		DTOL	
6851	Potentilla	anglica	Rosaceae		DTOL	
6852	Potentilla	argentea	Rosaceae		DTOL	
6853	Potentilla	crantzii	Rosaceae		DTOL	
6854	Potentilla	reptans	Rosaceae		DTOL	
6856	Potentilla	sterilis	Rosaceae		DTOL	
6857	Potentilla	verna	Rosaceae		DTOL	
6859	Prunus	avium	Rosaceae		DTOL	
